"HITId","CreationTime","Expiration","NumberOfSimilarHITs","WorkerId","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","WorkTimeInSeconds","Input.query","Input.docA","Input.docB","Input.time","Answer.comment","Answer.bground","Answer.radio"
210,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",40,33,"Fri Apr 16 01:50:50 GMT 2010","Fri Apr 16 01:51:04 GMT 2010","Fri Apr 23 01:51:04 GMT 2010","Fri Apr 16 04:53:18 PDT 2010",14,"600.192.742-1.1.1","400.013.359-1.1.1","600.192.849-1.1.1",13,"","","s"
210,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",40,51,"Fri Apr 16 00:34:02 GMT 2010","Fri Apr 16 00:34:35 GMT 2010","Fri Apr 23 00:34:35 GMT 2010","Fri Apr 16 04:53:59 PDT 2010",33,"600.192.742-1.1.1","400.013.359-1.1.1","600.192.849-1.1.1",13,"","","b"
210,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",40,39,"Fri Apr 16 02:29:18 GMT 2010","Fri Apr 16 02:29:30 GMT 2010","Fri Apr 23 02:29:30 GMT 2010","Fri Apr 16 04:55:10 PDT 2010",12,"600.192.742-1.1.1","400.013.359-1.1.1","600.192.849-1.1.1",13,"","","s"
210,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",40,52,"Fri Apr 16 00:09:07 GMT 2010","Fri Apr 16 00:09:28 GMT 2010","Fri Apr 23 00:09:28 GMT 2010","Fri Apr 16 04:54:01 PDT 2010",21,"600.192.742-1.1.1","400.013.359-1.1.1","600.192.849-1.1.1",13,"","","b"
210,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",40,10,"Fri Apr 16 00:35:08 GMT 2010","Fri Apr 16 00:35:34 GMT 2010","Fri Apr 23 00:35:34 GMT 2010","Fri Apr 16 04:57:19 PDT 2010",26,"600.192.742-1.1.1","400.013.359-1.1.1","600.192.849-1.1.1",13,"","","b"
210,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",40,8,"Fri Apr 16 00:12:31 GMT 2010","Fri Apr 16 00:13:27 GMT 2010","Fri Apr 23 00:13:27 GMT 2010","Fri Apr 16 04:56:10 PDT 2010",56,"600.192.742-1.1.1","400.013.359-1.1.1","600.192.849-1.1.1",13,"no","no","b"
210,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",40,1,"Fri Apr 16 00:59:55 GMT 2010","Fri Apr 16 01:00:17 GMT 2010","Fri Apr 23 01:00:17 GMT 2010","Fri Apr 16 04:55:31 PDT 2010",22,"600.192.742-1.1.1","400.013.359-1.1.1","600.192.849-1.1.1",13,"no","","b"
210,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",40,34,"Fri Apr 16 02:34:03 GMT 2010","Fri Apr 16 02:34:14 GMT 2010","Fri Apr 23 02:34:14 GMT 2010","Fri Apr 16 04:57:27 PDT 2010",11,"600.192.742-1.1.1","400.013.359-1.1.1","600.192.849-1.1.1",13,"","","a"
211,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,6,"Fri Apr 16 02:24:32 GMT 2010","Fri Apr 16 02:25:07 GMT 2010","Fri Apr 23 02:25:07 GMT 2010","Fri Apr 16 04:53:29 PDT 2010",35,"190.011.224-1.1.1","451.508.817-1.1.1","800.070.846-1.1.1",21,"","","a"
211,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,39,"Fri Apr 16 02:27:30 GMT 2010","Fri Apr 16 02:27:42 GMT 2010","Fri Apr 23 02:27:42 GMT 2010","Fri Apr 16 04:55:11 PDT 2010",12,"190.011.224-1.1.1","451.508.817-1.1.1","800.070.846-1.1.1",21,"","","s"
211,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,34,"Fri Apr 16 02:30:50 GMT 2010","Fri Apr 16 02:31:06 GMT 2010","Fri Apr 23 02:31:06 GMT 2010","Fri Apr 16 04:57:31 PDT 2010",16,"190.011.224-1.1.1","451.508.817-1.1.1","800.070.846-1.1.1",21,"","","s"
211,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,52,"Fri Apr 16 00:17:37 GMT 2010","Fri Apr 16 00:17:57 GMT 2010","Fri Apr 23 00:17:57 GMT 2010","Fri Apr 16 04:53:50 PDT 2010",20,"190.011.224-1.1.1","451.508.817-1.1.1","800.070.846-1.1.1",21,"","","s"
211,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,18,"Fri Apr 16 03:30:55 GMT 2010","Fri Apr 16 03:31:17 GMT 2010","Fri Apr 23 03:31:17 GMT 2010","Fri Apr 16 04:56:03 PDT 2010",22,"190.011.224-1.1.1","451.508.817-1.1.1","800.070.846-1.1.1",21,"","","s"
211,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,33,"Fri Apr 16 01:52:49 GMT 2010","Fri Apr 16 01:53:03 GMT 2010","Fri Apr 23 01:53:03 GMT 2010","Fri Apr 16 04:53:26 PDT 2010",14,"190.011.224-1.1.1","451.508.817-1.1.1","800.070.846-1.1.1",21,"","","s"
211,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,8,"Fri Apr 16 00:21:41 GMT 2010","Fri Apr 16 00:22:24 GMT 2010","Fri Apr 23 00:22:24 GMT 2010","Fri Apr 16 04:56:03 PDT 2010",43,"190.011.224-1.1.1","451.508.817-1.1.1","800.070.846-1.1.1",21,"no","no","s"
211,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,51,"Fri Apr 16 00:34:53 GMT 2010","Fri Apr 16 00:35:38 GMT 2010","Fri Apr 23 00:35:38 GMT 2010","Fri Apr 16 04:53:50 PDT 2010",45,"190.011.224-1.1.1","451.508.817-1.1.1","800.070.846-1.1.1",21,"","","s"
211,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,37,"Fri Apr 16 01:57:34 GMT 2010","Fri Apr 16 01:57:48 GMT 2010","Fri Apr 23 01:57:48 GMT 2010","Fri Apr 16 04:57:36 PDT 2010",14,"190.011.224-1.1.1","451.508.817-1.1.1","800.070.846-1.1.1",21,"","","s"
211,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,1,"Fri Apr 16 01:02:33 GMT 2010","Fri Apr 16 01:03:00 GMT 2010","Fri Apr 23 01:03:00 GMT 2010","Fri Apr 16 04:55:26 PDT 2010",27,"190.011.224-1.1.1","451.508.817-1.1.1","800.070.846-1.1.1",21,"no","","s"
212,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,51,"Fri Apr 16 00:25:50 GMT 2010","Fri Apr 16 00:26:17 GMT 2010","Fri Apr 23 00:26:17 GMT 2010","Fri Apr 16 04:54:08 PDT 2010",27,"190.011.224-1.1.1","453.001.547-1.1.3","700.000.686-1.1.1",18,"","","a"
212,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,10,"Fri Apr 16 00:34:17 GMT 2010","Fri Apr 16 00:34:37 GMT 2010","Fri Apr 23 00:34:37 GMT 2010","Fri Apr 16 04:57:34 PDT 2010",20,"190.011.224-1.1.1","453.001.547-1.1.3","700.000.686-1.1.1",18,"","","b"
212,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,34,"Fri Apr 16 02:31:18 GMT 2010","Fri Apr 16 02:31:33 GMT 2010","Fri Apr 23 02:31:33 GMT 2010","Fri Apr 16 04:57:25 PDT 2010",15,"190.011.224-1.1.1","453.001.547-1.1.3","700.000.686-1.1.1",18,"","","s"
212,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,50,"Fri Apr 16 01:50:04 GMT 2010","Fri Apr 16 01:50:23 GMT 2010","Fri Apr 23 01:50:23 GMT 2010","Fri Apr 16 04:53:59 PDT 2010",19,"190.011.224-1.1.1","453.001.547-1.1.3","700.000.686-1.1.1",18,"","","b"
212,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,39,"Fri Apr 16 02:25:37 GMT 2010","Fri Apr 16 02:25:48 GMT 2010","Fri Apr 23 02:25:48 GMT 2010","Fri Apr 16 04:55:28 PDT 2010",11,"190.011.224-1.1.1","453.001.547-1.1.3","700.000.686-1.1.1",18,"","","s"
212,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,33,"Fri Apr 16 01:47:15 GMT 2010","Fri Apr 16 01:47:58 GMT 2010","Fri Apr 23 01:47:58 GMT 2010","Fri Apr 16 04:53:21 PDT 2010",43,"190.011.224-1.1.1","453.001.547-1.1.3","700.000.686-1.1.1",18,"","","s"
212,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,1,"Fri Apr 16 01:00:59 GMT 2010","Fri Apr 16 01:01:24 GMT 2010","Fri Apr 23 01:01:24 GMT 2010","Fri Apr 16 04:55:11 PDT 2010",25,"190.011.224-1.1.1","453.001.547-1.1.3","700.000.686-1.1.1",18,"no","","s"
212,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,52,"Fri Apr 16 00:15:23 GMT 2010","Fri Apr 16 00:15:54 GMT 2010","Fri Apr 23 00:15:54 GMT 2010","Fri Apr 16 04:53:51 PDT 2010",31,"190.011.224-1.1.1","453.001.547-1.1.3","700.000.686-1.1.1",18,"","","b"
212,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,37,"Fri Apr 16 01:53:25 GMT 2010","Fri Apr 16 01:53:35 GMT 2010","Fri Apr 23 01:53:35 GMT 2010","Fri Apr 16 04:57:21 PDT 2010",10,"190.011.224-1.1.1","453.001.547-1.1.3","700.000.686-1.1.1",18,"","","b"
212,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,8,"Fri Apr 16 00:24:07 GMT 2010","Fri Apr 16 00:25:04 GMT 2010","Fri Apr 23 00:25:04 GMT 2010","Fri Apr 16 04:56:05 PDT 2010",57,"190.011.224-1.1.1","453.001.547-1.1.3","700.000.686-1.1.1",18,"no","no","b"
213,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,18,"Fri Apr 16 03:32:39 GMT 2010","Fri Apr 16 03:32:59 GMT 2010","Fri Apr 23 03:32:59 GMT 2010","Fri Apr 16 04:55:53 PDT 2010",20,"400.065.784-1.1.1","451.002.538-1.1.1","702.002.512-1.1.1",14,"","","s"
213,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,37,"Fri Apr 16 01:50:26 GMT 2010","Fri Apr 16 01:50:36 GMT 2010","Fri Apr 23 01:50:36 GMT 2010","Fri Apr 16 04:57:36 PDT 2010",10,"400.065.784-1.1.1","451.002.538-1.1.1","702.002.512-1.1.1",14,"","","s"
213,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,6,"Fri Apr 16 02:33:30 GMT 2010","Fri Apr 16 02:33:54 GMT 2010","Fri Apr 23 02:33:54 GMT 2010","Fri Apr 16 04:53:25 PDT 2010",24,"400.065.784-1.1.1","451.002.538-1.1.1","702.002.512-1.1.1",14,"","","s"
213,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,33,"Fri Apr 16 01:51:36 GMT 2010","Fri Apr 16 01:51:54 GMT 2010","Fri Apr 23 01:51:54 GMT 2010","Fri Apr 16 04:53:16 PDT 2010",18,"400.065.784-1.1.1","451.002.538-1.1.1","702.002.512-1.1.1",14,"","","s"
213,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,51,"Fri Apr 16 00:41:25 GMT 2010","Fri Apr 16 00:42:02 GMT 2010","Fri Apr 23 00:42:02 GMT 2010","Fri Apr 16 04:54:06 PDT 2010",37,"400.065.784-1.1.1","451.002.538-1.1.1","702.002.512-1.1.1",14,"","","s"
213,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,8,"Fri Apr 16 00:21:28 GMT 2010","Fri Apr 16 00:22:08 GMT 2010","Fri Apr 23 00:22:08 GMT 2010","Fri Apr 16 04:56:02 PDT 2010",40,"400.065.784-1.1.1","451.002.538-1.1.1","702.002.512-1.1.1",14,"no","no","b"
213,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,1,"Fri Apr 16 01:08:19 GMT 2010","Fri Apr 16 01:08:39 GMT 2010","Fri Apr 23 01:08:39 GMT 2010","Fri Apr 16 04:55:28 PDT 2010",20,"400.065.784-1.1.1","451.002.538-1.1.1","702.002.512-1.1.1",14,"","","s"
213,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,52,"Fri Apr 16 00:22:38 GMT 2010","Fri Apr 16 00:22:56 GMT 2010","Fri Apr 23 00:22:56 GMT 2010","Fri Apr 16 04:54:09 PDT 2010",18,"400.065.784-1.1.1","451.002.538-1.1.1","702.002.512-1.1.1",14,"","","b"
213,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,34,"Fri Apr 16 02:34:30 GMT 2010","Fri Apr 16 02:34:43 GMT 2010","Fri Apr 23 02:34:43 GMT 2010","Fri Apr 16 04:57:32 PDT 2010",13,"400.065.784-1.1.1","451.002.538-1.1.1","702.002.512-1.1.1",14,"","","s"
213,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",14,39,"Fri Apr 16 02:27:04 GMT 2010","Fri Apr 16 02:27:16 GMT 2010","Fri Apr 23 02:27:16 GMT 2010","Fri Apr 16 04:55:20 PDT 2010",12,"400.065.784-1.1.1","451.002.538-1.1.1","702.002.512-1.1.1",14,"","","s"
214,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,6,"Fri Apr 16 02:44:17 GMT 2010","Fri Apr 16 02:44:47 GMT 2010","Fri Apr 23 02:44:47 GMT 2010","Fri Apr 16 04:53:32 PDT 2010",30,"600.054.278-1.1.1","703.003.163-1.1.2","600.054.752-1.1.1",17,"","","b"
214,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,37,"Fri Apr 16 01:55:03 GMT 2010","Fri Apr 16 01:56:52 GMT 2010","Fri Apr 23 01:56:52 GMT 2010","Fri Apr 16 04:57:36 PDT 2010",109,"600.054.278-1.1.1","703.003.163-1.1.2","600.054.752-1.1.1",17,"","","s"
214,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,1,"Fri Apr 16 01:12:15 GMT 2010","Fri Apr 16 01:12:36 GMT 2010","Fri Apr 23 01:12:36 GMT 2010","Fri Apr 16 04:55:23 PDT 2010",21,"600.054.278-1.1.1","703.003.163-1.1.2","600.054.752-1.1.1",17,"","","b"
214,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,33,"Fri Apr 16 01:48:37 GMT 2010","Fri Apr 16 01:48:53 GMT 2010","Fri Apr 23 01:48:53 GMT 2010","Fri Apr 16 04:53:31 PDT 2010",16,"600.054.278-1.1.1","703.003.163-1.1.2","600.054.752-1.1.1",17,"","","s"
214,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,10,"Fri Apr 16 00:44:54 GMT 2010","Fri Apr 16 00:45:06 GMT 2010","Fri Apr 23 00:45:06 GMT 2010","Fri Apr 16 04:57:24 PDT 2010",12,"600.054.278-1.1.1","703.003.163-1.1.2","600.054.752-1.1.1",17,"","","b"
214,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,34,"Fri Apr 16 01:58:55 GMT 2010","Fri Apr 16 01:59:18 GMT 2010","Fri Apr 23 01:59:18 GMT 2010","Fri Apr 16 04:57:34 PDT 2010",23,"600.054.278-1.1.1","703.003.163-1.1.2","600.054.752-1.1.1",17,"","","s"
214,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,52,"Fri Apr 16 00:21:48 GMT 2010","Fri Apr 16 00:22:04 GMT 2010","Fri Apr 23 00:22:04 GMT 2010","Fri Apr 16 04:54:09 PDT 2010",16,"600.054.278-1.1.1","703.003.163-1.1.2","600.054.752-1.1.1",17,"","","b"
214,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,51,"Fri Apr 16 00:20:47 GMT 2010","Fri Apr 16 00:21:10 GMT 2010","Fri Apr 23 00:21:10 GMT 2010","Fri Apr 16 04:54:03 PDT 2010",23,"600.054.278-1.1.1","703.003.163-1.1.2","600.054.752-1.1.1",17,"","","b"
214,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,39,"Fri Apr 16 02:28:25 GMT 2010","Fri Apr 16 02:28:40 GMT 2010","Fri Apr 23 02:28:40 GMT 2010","Fri Apr 16 04:55:20 PDT 2010",15,"600.054.278-1.1.1","703.003.163-1.1.2","600.054.752-1.1.1",17,"","","s"
214,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",42,8,"Fri Apr 16 00:19:10 GMT 2010","Fri Apr 16 00:19:48 GMT 2010","Fri Apr 23 00:19:48 GMT 2010","Fri Apr 16 04:55:58 PDT 2010",38,"600.054.278-1.1.1","703.003.163-1.1.2","600.054.752-1.1.1",17,"no","no","b"
215,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",24,8,"Fri Apr 16 00:16:49 GMT 2010","Fri Apr 16 00:17:33 GMT 2010","Fri Apr 23 00:17:33 GMT 2010","Fri Apr 16 04:56:01 PDT 2010",44,"400.065.784-1.1.1","702.002.512-1.1.1","450.029.939-1.1.1",12,"no","no","s"
215,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",24,37,"Fri Apr 16 01:57:25 GMT 2010","Fri Apr 16 01:57:42 GMT 2010","Fri Apr 23 01:57:42 GMT 2010","Fri Apr 16 04:57:19 PDT 2010",17,"400.065.784-1.1.1","702.002.512-1.1.1","450.029.939-1.1.1",12,"","","s"
215,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",24,33,"Fri Apr 16 01:52:10 GMT 2010","Fri Apr 16 01:52:23 GMT 2010","Fri Apr 23 01:52:23 GMT 2010","Fri Apr 16 04:53:30 PDT 2010",13,"400.065.784-1.1.1","702.002.512-1.1.1","450.029.939-1.1.1",12,"","","s"
215,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",24,39,"Fri Apr 16 02:28:17 GMT 2010","Fri Apr 16 02:28:33 GMT 2010","Fri Apr 23 02:28:33 GMT 2010","Fri Apr 16 04:55:30 PDT 2010",16,"400.065.784-1.1.1","702.002.512-1.1.1","450.029.939-1.1.1",12,"","","s"
215,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",24,52,"Fri Apr 16 00:24:43 GMT 2010","Fri Apr 16 00:25:01 GMT 2010","Fri Apr 23 00:25:01 GMT 2010","Fri Apr 16 04:54:02 PDT 2010",18,"400.065.784-1.1.1","702.002.512-1.1.1","450.029.939-1.1.1",12,"","","a"
215,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",24,1,"Fri Apr 16 01:16:25 GMT 2010","Fri Apr 16 01:16:46 GMT 2010","Fri Apr 23 01:16:46 GMT 2010","Fri Apr 16 04:55:17 PDT 2010",21,"400.065.784-1.1.1","702.002.512-1.1.1","450.029.939-1.1.1",12,"","","s"
215,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",24,51,"Fri Apr 16 00:38:42 GMT 2010","Fri Apr 16 00:40:17 GMT 2010","Fri Apr 23 00:40:17 GMT 2010","Fri Apr 16 04:53:52 PDT 2010",95,"400.065.784-1.1.1","702.002.512-1.1.1","450.029.939-1.1.1",12,"","","s"
215,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",24,48,"Fri Apr 16 02:07:27 GMT 2010","Fri Apr 16 02:07:48 GMT 2010","Fri Apr 23 02:07:48 GMT 2010","Fri Apr 16 04:56:12 PDT 2010",21,"400.065.784-1.1.1","702.002.512-1.1.1","450.029.939-1.1.1",12,"","","b"
215,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",24,34,"Fri Apr 16 02:34:14 GMT 2010","Fri Apr 16 02:34:29 GMT 2010","Fri Apr 23 02:34:29 GMT 2010","Fri Apr 16 04:57:32 PDT 2010",15,"400.065.784-1.1.1","702.002.512-1.1.1","450.029.939-1.1.1",12,"","","s"
215,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",24,6,"Fri Apr 16 02:45:57 GMT 2010","Fri Apr 16 02:46:22 GMT 2010","Fri Apr 23 02:46:22 GMT 2010","Fri Apr 16 04:53:21 PDT 2010",25,"400.065.784-1.1.1","702.002.512-1.1.1","450.029.939-1.1.1",12,"","","s"
216,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",23,6,"Fri Apr 16 02:46:32 GMT 2010","Fri Apr 16 02:46:58 GMT 2010","Fri Apr 23 02:46:58 GMT 2010","Fri Apr 16 04:53:28 PDT 2010",26,"700.010.591-1.4.2","701.001.219-1.1.1","450.018.187-1.1.1",14,"","","a"
216,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",23,33,"Fri Apr 16 01:47:08 GMT 2010","Fri Apr 16 01:47:52 GMT 2010","Fri Apr 23 01:47:52 GMT 2010","Fri Apr 16 04:53:23 PDT 2010",44,"700.010.591-1.4.2","701.001.219-1.1.1","450.018.187-1.1.1",14,"","","s"
216,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",23,51,"Fri Apr 16 00:33:11 GMT 2010","Fri Apr 16 00:34:02 GMT 2010","Fri Apr 23 00:34:02 GMT 2010","Fri Apr 16 04:53:49 PDT 2010",51,"700.010.591-1.4.2","701.001.219-1.1.1","450.018.187-1.1.1",14,"","","s"
216,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",23,37,"Fri Apr 16 01:50:21 GMT 2010","Fri Apr 16 01:50:30 GMT 2010","Fri Apr 23 01:50:30 GMT 2010","Fri Apr 16 04:57:28 PDT 2010",9,"700.010.591-1.4.2","701.001.219-1.1.1","450.018.187-1.1.1",14,"","","s"
216,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",23,1,"Fri Apr 16 01:13:12 GMT 2010","Fri Apr 16 01:13:35 GMT 2010","Fri Apr 23 01:13:35 GMT 2010","Fri Apr 16 04:55:12 PDT 2010",23,"700.010.591-1.4.2","701.001.219-1.1.1","450.018.187-1.1.1",14,"","","b"
216,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",23,8,"Fri Apr 16 00:20:56 GMT 2010","Fri Apr 16 00:21:41 GMT 2010","Fri Apr 23 00:21:41 GMT 2010","Fri Apr 16 04:56:07 PDT 2010",45,"700.010.591-1.4.2","701.001.219-1.1.1","450.018.187-1.1.1",14,"no","no","b"
216,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",23,10,"Fri Apr 16 00:55:59 GMT 2010","Fri Apr 16 00:56:12 GMT 2010","Fri Apr 23 00:56:12 GMT 2010","Fri Apr 16 04:57:20 PDT 2010",13,"700.010.591-1.4.2","701.001.219-1.1.1","450.018.187-1.1.1",14,"","","a"
216,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",23,39,"Fri Apr 16 02:27:43 GMT 2010","Fri Apr 16 02:28:00 GMT 2010","Fri Apr 23 02:28:00 GMT 2010","Fri Apr 16 04:55:31 PDT 2010",17,"700.010.591-1.4.2","701.001.219-1.1.1","450.018.187-1.1.1",14,"","","s"
216,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",23,52,"Fri Apr 16 00:16:15 GMT 2010","Fri Apr 16 00:16:34 GMT 2010","Fri Apr 23 00:16:34 GMT 2010","Fri Apr 16 04:54:09 PDT 2010",19,"700.010.591-1.4.2","701.001.219-1.1.1","450.018.187-1.1.1",14,"","","a"
216,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",23,34,"Fri Apr 16 02:32:37 GMT 2010","Fri Apr 16 02:32:53 GMT 2010","Fri Apr 23 02:32:53 GMT 2010","Fri Apr 16 04:57:20 PDT 2010",16,"700.010.591-1.4.2","701.001.219-1.1.1","450.018.187-1.1.1",14,"","","s"
217,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",28,6,"Fri Apr 16 02:36:27 GMT 2010","Fri Apr 16 02:36:47 GMT 2010","Fri Apr 23 02:36:47 GMT 2010","Fri Apr 16 04:53:20 PDT 2010",20,"400.065.784-1.1.1","451.023.313-1.2.2","400.065.784-1.1.1",6,"","","b"
217,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",28,37,"Fri Apr 16 01:52:06 GMT 2010","Fri Apr 16 01:52:17 GMT 2010","Fri Apr 23 01:52:17 GMT 2010","Fri Apr 16 04:57:33 PDT 2010",11,"400.065.784-1.1.1","451.023.313-1.2.2","400.065.784-1.1.1",6,"","","s"
217,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",28,51,"Fri Apr 16 00:24:48 GMT 2010","Fri Apr 16 00:25:27 GMT 2010","Fri Apr 23 00:25:27 GMT 2010","Fri Apr 16 04:54:07 PDT 2010",39,"400.065.784-1.1.1","451.023.313-1.2.2","400.065.784-1.1.1",6,"","","b"
217,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",28,52,"Fri Apr 16 00:12:36 GMT 2010","Fri Apr 16 00:12:48 GMT 2010","Fri Apr 23 00:12:48 GMT 2010","Fri Apr 16 04:53:50 PDT 2010",12,"400.065.784-1.1.1","451.023.313-1.2.2","400.065.784-1.1.1",6,"","","b"
217,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",28,39,"Fri Apr 16 02:27:36 GMT 2010","Fri Apr 16 02:27:52 GMT 2010","Fri Apr 23 02:27:52 GMT 2010","Fri Apr 16 04:55:14 PDT 2010",16,"400.065.784-1.1.1","451.023.313-1.2.2","400.065.784-1.1.1",6,"","","s"
217,"Fri Apr 16 00:03:44 GMT 2010","Mon Apr 19 00:03:44 GMT 2010",28,8,"Fri Apr 16 00:14:52 GMT 2010","Fri Apr 16 00:15:46 GMT 2010","Fri Apr 23 00:15:46 GMT 2010","Fri Apr 16 04:55:58 PDT 2010",54,"400.065.784-1.1.1","451.023.313-1.2.2","400.065.784-1.1.1",6,"no","no","b"
